json_path,sentence_idx,sentence_text,sentence_hash
"['segments', 24, 'content', 'text_elements', 0, 'content', 'text']",3,"As a result, renewable projects may face delays, curtailment, and underutilization in the future, which may slow global progress toward net-zero emissions.",e22c098b3757a58fe6ee917bd20611516857e22336c98c43c7748cced268e377
"['segments', 24, 'content', 'text_elements', 0, 'content', 'text']",4,"<br /><br /><strong>The scale of the challenge is vast.</strong> <br /><br />Global grid line lengths are projected to increase by 15% by 2030 under current policies, and by 20% under more ambitious pathways (<a href=""https://iea.blob.core.windows.net/assets/140a0470-5b90-4922-a0e9-838b3ac6918c/WorldEnergyOutlook2024.pdf""><u>IEA</u></a>, 2024).",18dc8a59069550484772ba999fa7cad31e7e6ebe9f67fe18cb9037eda7466737
"['segments', 24, 'content', 'text_elements', 0, 'content', 'text']",5,"But grid projects often take over a decade to complete, far longer than the typical timeline for building solar or wind installations.",804cecece8c9fa3cb5a402457a9b8f6dbe366d767ff5e6a71987f710ba01c44b
"['segments', 24, 'content', 'text_elements', 0, 'content', 'text']",6,"Without corrective action, this disconnect may create structural challenges.",185a4cd1833fa45eabdc26d624e6253f61ee9fc64db597774fcff07af6b6bc59
"['segments', 24, 'content', 'text_elements', 0, 'content', 'text']",7,"<br /><br />By 2030, investment in transmission and distribution infrastructure will need to rise to €550–750 billion annually, more than double today’s levels <a href=""https://www.iea.org/reports/electricity-grids-and-secure-energy-transitions""><u>(IEA</u></a>, 2023).",620d332223815a55ec74e623db964afa68719c092dd014bb2f0d334966e38f38
"['segments', 24, 'content', 'text_elements', 0, 'content', 'text']",8,"From 2023 to 2030 alone, grid expansion rates must increase by 70% in the STEPS scenario, 90% in the APS, and 110% in the NZE pathway (<a href=""https://iea.blob.core.windows.net/assets/140a0470-5b90-4922-a0e9-838b3ac6918c/WorldEnergyOutlook2024.pdf""><u>IEA</u></a>, 2024).",7bf925afb521522ca51b5b67f3bb43fac8e01d99701c5a758b23360c497fa725
"['segments', 24, 'content', 'text_elements', 0, 'content', 'text']",9,<br />,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
"['segments', 26, 'content', 'text_elements', 0, 'content', 'text']",0,"Even where physical infrastructure exists, power systems are being tested by growing demands for flexibility.",3e02719fd1e90f2360f14b95cfd93190735eb049d40ea69b1868ef726838777c
"['segments', 26, 'content', 'text_elements', 0, 'content', 'text']",1,"Seasonal flexibility needs are rising 50% faster than electricity demand in Europe, 40% faster in China, and 30% faster in India (<a href=""https://iea.blob.core.windows.net/assets/140a0470-5b90-4922-a0e9-838b3ac6918c/WorldEnergyOutlook2024.pdf""><u>IEA</u></a>, 2024).Climate change exacerbates these risks: in the Middle East, 90% of energy infrastructure will be exposed to over 20 additional days of extreme heat annually by mid-century.",27c55efdad05dd1cca6fcfb551b97aa0374ca8a7f0f445c833b86c9f7e506611
"['segments', 26, 'content', 'text_elements', 0, 'content', 'text']",2,"At the same time, the capacity factor of hydropower has dropped from 44% in the 1990s to 41% in the 2020s—reducing output by 330 TWh per year, equal to all new solar PV added globally in 2023.",39cae50e3b8b9e405b79f8741adec923ef6fb39967f3f4b87f3b84624c1e0774
"['segments', 26, 'content', 'text_elements', 0, 'content', 'text']",3,"<br /><br />A forward-looking grid must be smarter, more flexible, and better coordinated.",84a9b25d477682a2ed02f94140c44d9cc3acf78193f878fa503cae99c2c6ff2d
"['segments', 26, 'content', 'text_elements', 0, 'content', 'text']",4,"Solutions include integrated grid planning using AI-driven models to simulate demand, weather, and asset failures.",f1f8d220b3419a6d833786f4b611f60077e42c6b06fe5800b162acef87c25356
"['segments', 26, 'content', 'text_elements', 0, 'content', 'text']",5,"Smart connections, such as conditional access during periods of congestion, combined with transparent hosting capacity maps and standardized permitting can speed integration.",24c4551b3ca7c9fbab3c13791c3b4b12339b46b044c4d1de23c140a2cd0f7450
"['segments', 26, 'content', 'text_elements', 0, 'content', 'text']",6,"Advanced grid technologies like digital management software, DER integration tools, and energy storage will be essential.",5f57055df1392a3bd922c0e6f0b920267f67dadeab023f0dc97f23adac00d496
"['segments', 26, 'content', 'text_elements', 0, 'content', 'text']",7,"<br /><br />Enabling these solutions will also require strengthened collaboration across regulators, utilities, developers, and consumers.",1815c2bbe65b3707339ebee847fcc27c843596491963871d0230a733adfede3b
"['segments', 26, 'content', 'text_elements', 0, 'content', 'text']",8,"Investment must also adapt : While $1 is spent on renewable capacity today, only $0.60 goes to grids and storage (<a href=""https://iea.blob.core.windows.net/assets/140a0470-5b90-4922-a0e9-838b3ac6918c/WorldEnergyOutlook2024.pdf""><u>IEA</u></a>, 2024).",1f51c438029a417a8f4bdd4b95ff8dc279820dec9d3ae425df9cdf643ff3657c
"['segments', 26, 'content', 'text_elements', 0, 'content', 'text']",9,"By the 2040s, this ratio must reach parity.",71117099a7cd98a76861d81c1c2b26df008b9e04e22329ba46bc2871419e7e3a
"['segments', 26, 'content', 'text_elements', 0, 'content', 'text']",10,"Without this rebalancing, the energy transition risks being slowed down.",5bc2a3fe6b029415b6a29b8d2b33c19eeb91b61f7766577b3251a9109e64b403
"['segments', 27, 'content', 'intro']",0,M8: Renewable Energy Technologies and Innovations,9aca97d3c707385b9def923d77a2c62173cbd4c606fc50e6776b06f4a9756b07
"['segments', 27, 'content', 'title']",0,B: Increased dependency on critical minerals for clean energy technology,4c19f23ce63ceb3170a823bb3a1d8a0653060164483159807ecf019b9cb97866
"['segments', 28, 'content', 'text_elements', 0, 'content', 'text']",0,<strong>Critical minerals are crucial for clean energy supply chains.,7f1ab660c0e8d1aeb8b934b1c8fdd48e41fc3da07e6c3144ea0a37a82474cb0a
"['segments', 28, 'content', 'text_elements', 0, 'content', 'text']",1,"<br /></strong><br />Demand for minerals like lithium, nickel, cobalt, graphite, and rare earth elements is expected to surge.",4bd1b764d1bbc0644f4a867eca7a91ac844f6be6edbb1a501d12e87fcedfcc3a
"['segments', 28, 'content', 'text_elements', 0, 'content', 'text']",2,"In 2024 alone, lithium demand increased by nearly 30%, while other battery metals grew by 6–8%, driven largely by the rapid deployment of electric vehicles, battery storage systems, and renewables (<a href=""https://iea.blob.core.windows.net/assets/a33abe2e-f799-4787-b09b-2484a6f5a8e4/GlobalCriticalMineralsOutlook2025.pdf""><u>IEA</u></a>, 2025).",4d93a593acca3e061ff596133f560e5757105572e1b223a79c4fe69f2dcc24cc
"['segments', 28, 'content', 'text_elements', 0, 'content', 'text']",3,"Under the IEA NZE Scenario, demand for critical minerals is expected to nearly triple by 2030 and grow to over 3.5 times the current levels by 2050, reaching nearly 40 million tonnes.",23521dff199ec6530abd3900dfcf851e3617e667e55d6358f6ef131092677a9a
"['segments', 28, 'content', 'text_elements', 0, 'content', 'text']",4,"<br /><br />However, this rapid shift is exposing new energy security risks.",503d805db127870534a598a1fa877e97b93b198f86c72eb23800261f99795e6d
"['segments', 28, 'content', 'text_elements', 0, 'content', 'text']",5,"Supply chains for clean energy technologies are heavily concentrated, with China accounting for more than 95% of refined graphite and rare earth elements, 70% of lithium chemicals, and over 80% of global solar PV manufacturing capacity (<a href=""https://iea.blob.core.windows.net/assets/a33abe2e-f799-4787-b09b-2484a6f5a8e4/GlobalCriticalMineralsOutlook2025.pdf""><u>IEA</u></a>, 2025).",3e92890be97f49961b4062d6be355978481b2640af8335a9302ab1815fbfd771
"['segments', 28, 'content', 'text_elements', 0, 'content', 'text']",6,"Globally, just three countries control 77% of mining and 86% of refining capacity for key minerals.",91be35d6a178d8ccd905e1be45bacd07203ff98de6ee1ed46bca119c03b14872
"['segments', 28, 'content', 'text_elements', 0, 'content', 'text']",7,<br />,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
"['segments', 28, 'content', 'text_elements', 2, 'content', 'text']",0,"Additionally, at the current pace of production, future supply may not meet growing demand for all critical minerals.",f03c8081e6c913f64d09ef5b57fae61a188e03ad3971ae79291323c085e0e295
"['segments', 28, 'content', 'text_elements', 2, 'content', 'text']",1,"For nickel, cobalt, graphite, and rare earths, planned projects could align supply with demand under current policies, if delivered on time.",323c754c55d9ec1d3a6515d106fe71f0afb0b26c3a3472a61006a2f9274304c6
"['segments', 28, 'content', 'text_elements', 2, 'content', 'text']",2,"<br /><br />However, copper and lithium stand out: copper may face a 30% supply shortfall by 2035 due to declining ore grades, rising costs, and long lead times.",73ca3d4013632bdd4be6db1c03ecce4c14454c7d1b24b23629dba59d9fecca00
"['segments', 28, 'content', 'text_elements', 2, 'content', 'text']",3,"Lithium is well-supplied in the near term, but demand is expected to outpace supply by the 2030s.",9bfe8d54c72c3eceb20afa2b62330e581641164bc6304118f832a1372d7548a2
"['segments', 30, 'content', 'text_elements', 0, 'content', 'text']",0,"For developing countries, this presents both opportunities and challenges.",16a09d28eafff5d11f4d72c1161077d9ed1cb699a08b4069d5e5a59230e78ba7
"['segments', 30, 'content', 'text_elements', 0, 'content', 'text']",1,"Nations like Argentina and Zimbabwe are emerging as new lithium suppliers, and Africa holds 25% of global graphite resources.",b88e3fdc684b70ca64c72d69d358e66e7b776a866a086c5af6716d8cb0537723
"['segments', 30, 'content', 'text_elements', 0, 'content', 'text']",2,Countries such as Indonesia and the Democratic Republic of the Congo are seeking to increase domestic value by implementing export bans on raw ores and investing in local processing industries.,01eb7b625ed802bb03ca05f9d7a9cf3a1f5732a2f64fc550c43b465bf9cb17bf
"['segments', 30, 'content', 'text_elements', 0, 'content', 'text']",3,"However, challenges remain: capital costs in emerging markets are around 50% higher than in incumbent regions.",827df673e353fb23262ffff2cf3b7e126662d2dc73b597a2e82c02730c76729d
"['segments', 30, 'content', 'text_elements', 0, 'content', 'text']",4,"<br /><br /><strong>Many critical minerals are also highly price-volatile </strong>and often produced as by-products, making them less responsive to market signals.",1ee844b4b4607fe9435948307350b6c3b7b9fd6465f4a24f0727146c4e77db06
"['segments', 30, 'content', 'text_elements', 0, 'content', 'text']",5,"<br />Addressing these risks will require proactive, policy-driven approaches.",75110b1e597fab41b105a062754e96e164a4e7cf7b885e2550e5895ce6b69465
"['segments', 30, 'content', 'text_elements', 0, 'content', 'text']",6,"Governments are turning to tools such as price stabilization schemes, volume guarantees, and sustainability-linked market access standards.",e3fe423cb92cecf1acde218d43da7042487f3c8692270d5198c2ac34fbef39b8
"['segments', 30, 'content', 'text_elements', 0, 'content', 'text']",7,"Technological innovation, including AI-enabled mineral exploration, could reduce drilling costs by 60% and improve discovery success rates (<a href=""https://iea.blob.core.windows.net/assets/a33abe2e-f799-4787-b09b-2484a6f5a8e4/GlobalCriticalMineralsOutlook2025.pdf""><u>IEA</u></a>, 2025).",5f1f343b1a69af236215032338311161ec2652adf9523fcce346473307ba1138
"['segments', 30, 'content', 'text_elements', 0, 'content', 'text']",8,"<br /><br /><strong>Critical minerals will be crucial for tomorrow’s energy systems</strong>, but it is essential that their supply chains are secure, diversified, and equitably structured to support inclusive development.",6d34f872a609bb08e3a1d27f9148c68c0d4e4dc80f8648a625139e37c407e440
"['segments', 32, 'content', 'text_elements', 0, 'content', 'text']",0,"To complement new supply and reduce pressure on mining, scaling up recycling of critical minerals will be essential to securing the future of energy systems.",28089461e7b344b6189521265de8f23a6138ba2e85a2ffcbc84dd2615db55869
"['segments', 32, 'content', 'text_elements', 0, 'content', 'text']",1,"Unlike fossil fuels, critical minerals are not consumed but can be reused, offering a strategic advantage: a circular model of supply.",cb7698f83a32cb680c5d1f5c2addd31bccb324042e07eba51aca2858d89e9955
"['segments', 32, 'content', 'text_elements', 0, 'content', 'text']",2,"<br /><br />Today, recycled materials still make up a relatively small share of the market.",a8e5fb9d2aa12bd31cdae017311cda5726f4e3bc13bcbed9a08f2d5aeaf0057d
"['segments', 32, 'content', 'text_elements', 0, 'content', 'text']",3,"For instance, the share of recycled copper in total supply has declined from 37% in 2015 to 33% in 2023, and for nickel, it fell from 33% to 26% (IEA, 2024).",fccd67e8d449095ae6491cae314a4b53c3f984c70fa308cf2dc004c2ddbb82ef
"['segments', 32, 'content', 'text_elements', 0, 'content', 'text']",4,"<br /><br />By contrast, recycled battery metals, especially nickel, cobalt, and lithium, have seen rapid growth, with recovery rates reaching over 40% for nickel and cobalt and 20% for lithium in 2023.<br /><br />",5e8a63d601090f975bab326219836b559245238e35acb4e2bc5b83bf7c5a7b3b
"['segments', 34, 'content', 'text_elements', 0, 'content', 'text']",0,"<strong>Critical mineral recycling presents a major opportunity for a just energy transition.</strong> <br /><br />Recycling not only reduces exposure to volatile global markets and import dependency, it also generates jobs, fosters local industry, and lowers environmental harm.",6cfa97c6d164af9674b927227a1dd477999ba8c91f752cbd957c1f8cb7fbc975
"['segments', 34, 'content', 'text_elements', 0, 'content', 'text']",1,"In a scenario aligned with national climate pledges, recycling could reduce the need for new mining of copper and cobalt by 40% and of lithium and nickel by nearly 25% by 2050.",bb73dceabb12239a20f61650e8d1e7e4ed7edc45f1bf42c894d0f7938b8ded4e
"['segments', 34, 'content', 'text_elements', 0, 'content', 'text']",2,"<br /><br />This would also avoid 30% in mining-related investment costs, an estimated USD 240 billion globally.",1a3858f1874deed2ac295c03e8e19c13c9c7a0a58f9fcaced3616493cc7adcba
"['segments', 34, 'content', 'text_elements', 0, 'content', 'text']",3,"For countries with limited reserves but growing energy demand, building recycling infrastructure offers a pathway to participate in mineral value chains without the high capital barriers of new extraction.",70df20dae9c4dbeaa1d5e14abb018cc8e9ce005b808edd75bbf4ce2dfb058448
"['segments', 34, 'content', 'text_elements', 0, 'content', 'text']",4,"<br /><br /><br />But today, the gap remains wide between regions: in Africa, formal e-waste collection rates remain around 1%, compared to 40–50% in Europe and North America.",a02c749a9930483768dc7b9f502ff9430e3abd183995311b04bb2a3b40eefce9
"['segments', 34, 'content', 'text_elements', 0, 'content', 'text']",5,"Unlocking this potential will require investments in collection systems, technology transfer, and supportive policies, such as extended producer responsibility and standards for recycled content.",84b5538aaa006a1ae24e33381383b01dda62528efd521cd81367e781c3886d96
"['segments', 34, 'content', 'text_elements', 0, 'content', 'text']",6,"If well supported, urban mining and circularity could become powerful tools for resilience and equity in the energy transition.<br /><br /><br /> Notably, they could help developing countries secure cleaner, more sustainable energy futures on their own terms.",b4bc70ad7d586e6f181bf30bf372c0e4516ca2d7738121f450690d2fa141dae6
"['segments', 35, 'content', 'intro']",0,M8: Renewable Energy Technologies and Innovations,9aca97d3c707385b9def923d77a2c62173cbd4c606fc50e6776b06f4a9756b07
"['segments', 35, 'content', 'title']",0,C: Geopolitical shifts,817ee9cd1ca5d3cacd1d2f29e8c80277790986289b68cbcf8cb31a287230f2b1
"['segments', 36, 'content', 'text_elements', 0, 'content', 'text']",0,"Geopolitical shifts are increasingly shaping the future of global energy demand and supply.<br /><br /> One key example is the initial price shocks triggered by Russia’s invasion of Ukraine, an event that continues to highlight vulnerabilities in the global energy system.",2502e45c1aed8356bda6072a5fc1f4b8353953758f6a6534e61ec1dd903c15b8
"['segments', 36, 'content', 'text_elements', 0, 'content', 'text']",1,Another example can be traced to the Middle East where global marine fuel sales increased in 2024 after disruptions to shipping in the Red Sea.,694b6759e437e09d67970696b7bb3b13fe89c0443a380b571f933981fe3ceece
"['segments', 36, 'content', 'text_elements', 0, 'content', 'text']",2,"<br /><br />These examples also show how energy dependencies can become strategic vulnerabilities, and how political decisions and conflict can have ripple effects on energy worldwide.",7fa4c0fdaf4ae2803569cfaead480d8d747357433dfb76076d7f452bcbdde6dd
"['segments', 36, 'content', 'text_elements', 0, 'content', 'text']",3,"Since 2020, more than 200 trade measures affecting clean energy technologies have been introduced globally, which is five times more than the preceding 5 years, including new tariffs by the United States targeting segments of clean energy supply chains.",5e159a54730d0764d725075fc36627f6b1ec0ab003b8e339a50dbacf8be878f9
"['segments', 36, 'content', 'text_elements', 0, 'content', 'text']",4,"<br /><br /><strong>Today, most of the planned growth in clean energy manufacturing and processing is still concentrated in a few countries.",d5f6dc34fe7419a0ffbf93451d224aafd0eede40c90a40f4d19fc9f6cc9b4983
"['segments', 36, 'content', 'text_elements', 0, 'content', 'text']",5,"<br /><br /></strong>For instance, between 2023 and 2035, 50–95% of supply growth for refined copper, lithium, nickel, and cobalt is projected to occur in a few nations like China and Indonesia (<a href=""https://iea.blob.core.windows.net/assets/140a0470-5b90-4922-a0e9-838b3ac6918c/WorldEnergyOutlook2024.pdf""><u>IEA</u></a>, 2024).",7b30ccd3006321be789a8d45aba1bacbbf3e3565befe8fc5a8aad798e22f3e17
"['segments', 36, 'content', 'text_elements', 0, 'content', 'text']",6,"China alone accounts for 85–95% of battery material manufacturing, over 80% of solar PV capacity, and 75–90% of the world’s processing capacity for minerals like cobalt, graphite, and rare earth elements.",c9143151ee813fa1298b847845eea7fb7e992fbbf52123123b6c4ce713c212a5
"['segments', 36, 'content', 'text_elements', 0, 'content', 'text']",7,"This concentration increases global energy security risks by making clean energy supply chains vulnerable to trade restrictions, geopolitical tensions, or localized disruptions in just a few countries.",03ee66fde91bce5e6bffb3502c2d7bd7258c603c00248b4bc035f19793e17603
"['segments', 36, 'content', 'text_elements', 0, 'content', 'text']",8,<br />,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
"['segments', 37, 'content', 'text_elements', 0, 'content', 'text']",0,"<br /><br />Beyond clean energy,<strong> fossil fuel markets are also vulnerable to geopolitical disruption</strong>.",513e95f74e58533e0573f2614fe68cb452741e68f9879ec65afaf23dc35f5bdb
"['segments', 37, 'content', 'text_elements', 0, 'content', 'text']",1,"Important maritime routes like the Strait of Hormuz and Strait of Malacca are crucial for global oil and gas flows, with the Strait of Hormuz handling 20% of global oil and LNG supplies.<br /><br />As the global energy system becomes more electrified and renewable-rich, new forms of energy security risks are emerging.",b30d0ca3cd4eedcf843a81c3fc39b6bc41c366c0b75cf60949b3f47a6a8a482c
"['segments', 37, 'content', 'text_elements', 0, 'content', 'text']",2,"Unlike fossil fuels, where supply shocks hit consumers directly through higher operational costs, clean energy risks tend to raise the cost of deploying new infrastructure—like EVs or solar panels—rather than using existing ones.",be3edb09d071ae21f4e7fbffa9a470a243c27a03ff9ce11945255671e470f278
"['segments', 37, 'content', 'text_elements', 0, 'content', 'text']",3,This distinction matters for policy responses and for how countries plan resilient energy transitions.,4925844ae51db0973d29c01b8c47d961ef2a77aa75779233e2f0984d4f166cdd
"['segments', 37, 'content', 'text_elements', 0, 'content', 'text']",4,"<br /><br /><br />To manage these challenges, policymakers must recalibrate their understanding of energy security.",52818b9598f5141e8358dd7c45c714035257710d70104696113fbe7615aa3758
"['segments', 37, 'content', 'text_elements', 0, 'content', 'text']",5,"This includes not only buffering fossil fuel supply but also securing critical minerals, diversifying clean technology supply chains, and anticipating bottlenecks in both traditional and emerging energy sectors.",533d68f37d8e998bc7729e86e2f690d15567ad481ff25cf07187c58e5d870ee9
"['segments', 37, 'content', 'text_elements', 0, 'content', 'text']",6,"In an increasingly fragmented and unpredictable world, resilience and flexibility in energy planning will be just as crucial as supply itself.",31ec8e487eb32992c673582251cb7eade539e40f58b863f8c8edac29b8759222
"['segments', 37, 'content', 'text_elements', 0, 'content', 'text']",7,<br />,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
"['segments', 38, 'content', 'title']",0,Key Takeaways,cc3f7f0f4513969e418b56fb93ec0876fd96dd6498395b04301f70dbddff8a45
"['segments', 38, 'content', 'intro']",0,If you only have space to remember 3 things:,1805dede6eca63f0a5cf0c3055d6867e78811955cdf224b637f423525d79b8b6
"['segments', 38, 'content', 'takeaways', 0, 'description']",0,"Fossil fuels remain deeply embedded in global energy supply, especially in developing countries where they support energy access and economies.",89598030839eb4ccb85d46cbac2ff9dc88e3b3660f4f4d690a3adf9d23aa4ba4
"['segments', 38, 'content', 'takeaways', 0, 'description']",1,"This highlights the urgent need for a just, inclusive transition that protects livelihoods while phasing out carbon-intensive energy.",60063170104e21868d93a1264512dcc64562d94ce8ac76e96a90c0012b881817
"['segments', 38, 'content', 'takeaways', 1, 'description']",0,"Renewables are transforming the global energy system, with solar and wind expected to dominate future electricity generation, but scaling this transformation requires massive infrastructure upgrades, policy reform, and investment.",62ac6f38e101d8b3bc5121f7fe3c217fde399f11f85b4610d718c964728f15ee
"['segments', 38, 'content', 'takeaways', 2, 'description']",0,"New energy systems bring new vulnerabilities, from critical mineral dependencies to geopolitical risks and grid limitations, requiring smarter, more resilient supply strategies that are diverse, equitable, and aligned with climate and development goals..",626566b24d637a91f7021604d2a04cdefc16c0f5ad7063f9160eb79bbc1ea1b1
"['segments', 39, 'content', 'title']",0,Key Resources,ea4a66d4ef686f35cd33a3ff852f9bfb045968036851209939f951903804ed86
"['segments', 39, 'content', 'resources', 0, 'text']",0,Financing Clean Energy in Africa,bb64afa3a595426d1c0ae376997013d35fab2eea60eb78f03aca2a8608202a30
"['segments', 39, 'content', 'resources', 0, 'cta']",0,Click to download,82218b943cdb29b043e9ec2fe0105109a6af18730e3873d74b2a55d2bb11b20f
"['segments', 39, 'content', 'resources', 1, 'text']",0,The Changing Role of Hydropower: Challenges and Opportunities,26bd5c674e47d62c8d64298f8c1daaca93a034282126631cda752094e7722fdc
"['segments', 39, 'content', 'resources', 1, 'cta']",0,Click to download,82218b943cdb29b043e9ec2fe0105109a6af18730e3873d74b2a55d2bb11b20f
"['segments', 39, 'content', 'resources', 2, 'text']",0,Electricity Market Report 2023,199244d95873263ecdeffab67aa6f914ef18d52698f3212c7007e0949d96b0bd
"['segments', 39, 'content', 'resources', 2, 'cta']",0,Click to download,82218b943cdb29b043e9ec2fe0105109a6af18730e3873d74b2a55d2bb11b20f
"['segments', 40, 'content', 'intro']",0,Next up,c5ae65235e0aa6ba5ccb0c1985dff33587cba83fec6429f303918aef2e0de793
"['segments', 40, 'content', 'title']",0,"Lesson 3: Challenges, Tipping Points and Solutions in Renewable Energy",d4c4e2fa3071a691fee4c6200ef3fd73d1b27e4bd358637efdb323c56635c9f2
"['segments', 40, 'content', 'cta']",0,Start learning,ac1796280ca0f3c1cde0883e9bf82901393b7816878e56a97af1969f982e5e64
